"unit","qudtUri","TotalUses","pseudounit","qudtUnit"
"metrictonperhectare","http://qudt.org/vocab/unit/TON_Metric-PER-HA",1,"metrictonperhectare","TON_Metric-PER-HA"
"metricton","http://qudt.org/vocab/unit/TON_Metric",1,"metricton","TON_Metric"
"metric ton or tonne",NA,1,"metrictonortonne","TON_Metric-or-TONNE"
"meterssquared per hectar",NA,1,"metersquaredperhectar","M2-PER-hectar"
"meterssquared per hectar",NA,1,"metersquaredperhectar","M2-PER-hectar"
"metersquaredpersecondcubed",NA,1,"meterquaredpersecondcubed","M2-PER-SEC3"
"metersquaredpersecondcubed",NA,1,"meterquaredpersecondcubed","M2-PER-SEC3"
"metersquaredpernauticalmilesquared",NA,1,"meterquaredpernauticalmilequared","M2-PER-nautical-MI_US2"
"metersquaredpermetercubed",NA,1,"meterquaredpermetercubed","M2-PER-M3"
"metersquaredperday",NA,1,"meterquaredperday","M2-PER-DAY"
"metersquare",NA,1,"meterquare","M-quare"
"metersperminute","http://qudt.org/vocab/unit/M-PER-MIN",1,"meterperminute","M-PER-MIN"
"meterspermeter",NA,1,"meterpermeter","M-PER-M"
"meterspergram",NA,1,"meterpergram","M-PER-GM"
"meterscubedpersecond","http://qudt.org/vocab/unit/M3-PER-SEC",1,"metercubedpersecond","M3-PER-SEC"
"meters2","http://qudt.org/vocab/unit/M2",1,"meter2","M2"
"meters/year","http://qudt.org/vocab/unit/M-PER-YR",1,"meterperyear","M-PER-YR"
"meters, binary",NA,1,"meter,binary","M-,binary"
"meters squared; this syntax is used for variance",NA,1,"metersquared;thissyntaxisusedforvariance","M2-;thissyntaxisusedforvariance"
"meters relative to international great lakes datum, 1985 (igld 85)",NA,1,"meterrelativetointernationalgreatlakesdatum,1985(igld85)","M-relativetointernationalgreatlakesdatum,1985"
"meters per hectare",NA,1,"meterperhectare","M-PER-HA"
"meters below sea level",NA,1,"meterbelowsealevel","M-belowsealevel"
"meters below mllw",NA,1,"meterbelowmllw","M-belowmllw"
"meterpermetersquared",NA,1,"meterpermeterquared","M-PER-M2"
"meterperhour","http://qudt.org/vocab/unit/M-PER-HR",1,"meterperhour","M-PER-HR"
"metercubedwaterpermetercubedsoil",NA,1,"metercubedwaterpermetercubedsoil","M3-water-PER-M3-soil"
"metercubedperyear",NA,1,"metercubedperyear","M3-PER-YR"
"metercubedpermole","http://qudt.org/vocab/unit/M3-PER-MOL",1,"metercubedpermole","M3-PER-MOL"
"metercubedpermeter",NA,1,"metercubedpermeter","M3-PER-M"
"metercubedperhundredmeters",NA,1,"metercubedperhundredmeter","M3-PER-hundred-M"
"metercubedperhundredmeters",NA,1,"metercubedperhundredmeter","M3-PER-hundred-M"
"metercubedperhour","http://qudt.org/vocab/unit/M3-PER-HR",1,"metercubedperhour","M3-PER-HR"
"metercubedpergram",NA,1,"metercubedpergram","M3-PER-GM"
"meter squared per meter squared","http://qudt.org/vocab/unit/M2-PER-M2",1,"metersquaredpermetersquared","M2-PER-M2"
"meter squared per meter cubed",NA,1,"metersquaredpermetercubed","M2-PER-M3"
"meter squared per hectare per year",NA,1,"metersquaredperhectareperyear","M2-PER-HA-YR"
"metal scoop",NA,1,"metalscoop","metalscoop"
"metabolism rate expressed in terms of oxygen change",NA,1,"metabolismrateexpressedintermsofoxygenchange","metabolismrateexpressedintermsofoxygenchange"
"merging",NA,1,"merging","merging"
"mer-11",NA,1,"mer-11","mer-11"
"meq/l",NA,1,"meqperliter","meq-PER-L"
"meq/l",NA,1,"meqperliter","meq-PER-L"
"meq/100 g",NA,1,"meqper100gram","meq-PER-100-GM"
"meisburger1976",NA,1,"meisburger1976","meisburger1976"
"megaripples and ripples",NA,1,"megaripplesandripples","megaripplesandripples"
"megan miller",NA,1,"meganmiller","meganmiller"
"megaliterperkilometersquared",NA,1,"megaliterperkilometerquared","MegaL-PER-KiloM2"
"megajoulespersquaremeter","http://qudt.org/vocab/unit/MegaJ-PER-M2",1,"megajoulepersquaremeter","MegaJ-PER-M2"
"megajoulespermetersquared","http://qudt.org/vocab/unit/MegaJ-PER-M2",1,"megajoulepermeterquared","MegaJ-PER-M2"
"megajoules per square meter per day",NA,1,"megajoulepersquaremeterperday","MegaJ-PER-M2-DAY"
"megajoulepersquaremeter","http://qudt.org/vocab/unit/MegaJ-PER-M2",1,"megajoulepersquaremeter","MegaJ-PER-M2"
"megajoulepermetersquaredperyear",NA,1,"megajoulepermeterquaredperyear","MegaJ-PER-M2-YR"
"megajoule per cm2 per year",NA,1,"megajoulepercentimetersquaredperyear","MegaJ-PER-CentiM2-YR"
"megagrams per hectare",NA,1,"megagramperhectare","MegaGM-PER-HA"
"megagram/hectare",NA,1,"megagramperhectare","MegaGM-PER-HA"
"medium sand and gravel",NA,1,"mediumsandandgravel","mediumsandandgravel"
"medium sand",NA,1,"mediumsand","mediumsand"
"medium sand",NA,1,"mediumsand","mediumsand"
"medium gravel",NA,1,"mediumgravel","mediumgravel"
"medium",NA,1,"medium","medium"
"med",NA,1,"med","med"
"measures scattered light at 90 degrees from the incident light beam with an infrared light source according to the iso 7027",NA,1,"measuresscatteredlightat90degreefromtheincidentlightbeamwithaninfraredlightsourceaccordingtotheiso7027","measuresscatteredlightat90-DEG-fromtheincidentlightbeamwithaninfraredlightsourceac-CORD-ingtotheiso7027"
"measurement of lake water color",NA,1,"measurementoflakewatercolor","measurementoflakewatercolor"
"measure of relative fluoresence",NA,1,"measureofrelativefluoresence","measureofrelativefluoresence"
"measure of potential hydrogen",NA,1,"measureofpotentialhydrogen","measureofpotentialhydrogen"
"measure of amount of rainfall per year",NA,1,"measureofamountofrainfallperyear","measureofamountofrainfall-PER-YR"
"measure for dissolved organic matter flourescence",NA,1,"measurefordissolvedorganicmatterflourescence","measurefordissolvedorganicmatterflourescence"
"mean number of individual animals in trigger",NA,1,"meannumberofindividualanimalsintrigger","mean-NUM-ofindividualanimalsintrigger"
"mean",NA,1,"mean","mean"
"meadows",NA,1,"meadows","meadows"
"mcz",NA,1,"mcz","mcz"
"mckenzie formation",NA,1,"mckenzieformation","mckenzieformation"
"mcarthur",NA,1,"mcarthur","mcarthur"
"maybe",NA,1,"maybe","maybe"
"may",NA,1,"may","may"
"maxbh",NA,1,"maxbh","maxbh"
"max fluvial occupation, exit and paradise creek",NA,1,"maxfluvialoccupation,exitandparadisecreek","maxfluvialoccupation,exitandparadisecreek"
"maurer observed",NA,1,"maurerobserved","maurerobserved"
"masspermassflux",NA,1,"masspermassflux","mass-PER-massf-LUX"
"mass ratio",NA,1,"massratio","massratio"
"mass of a substance per unit of time.",NA,1,"massofasubstanceperunitoftime.","massofasubstance-PER-unitoftime"
"mass of a chemical per mass of dry soil weight",NA,1,"massofachemicalpermassofdrysoilweight","massofachemical-PER-massofdrysoilweight"
"mass carbon per mass substrate",NA,1,"masscarbonpermasssubstrate","masscarbon-PER-masssubstrate"
"mass bay",NA,1,"massbay","massbay"
"maryland",NA,1,"maryland","maryland"
"martinsburg formation",NA,1,"martinsburgformation","martinsburgformation"
"marsh deposit",NA,1,"marshdeposit","marshdeposit"
"marsh",NA,1,"marsh","marsh"
"marsh",NA,1,"marsh","marsh"
"marion dufrense",NA,1,"mariondufrense","mariondufrense"
"marine09.14c",NA,1,"marine09.14c","marine09-NA-14c"
"marine operations facility: mof",NA,1,"marineoperationsfacility:mof","marineo-PER-ationsfacility:mof"
"marine",NA,1,"marine","marine"
"margined madtom",NA,1,"marginedmadtom","marginedmadtom"
"marcus hanna",NA,1,"marcushanna","marcushanna"
"marcellus shale",NA,1,"marcellusshale","marcellusshale"
"marblemount hatchery, wa",NA,1,"marblemounthatchery,wa","marblemounthatchery,wa"
"maple",NA,1,"maple","maple"
"manual entry",NA,1,"manualentry","manualentry"
"manheim",NA,1,"manheim","manheim"
"mamu",NA,1,"mamu","mamu"
"mammal",NA,1,"mammal","mammal"
"mallotus villosus",NA,1,"mallotusvillosus","mallotusvillosus"
"male",NA,1,"male","male"
"male",NA,1,"male","male"
"mahantango formation",NA,1,"mahantangoformation","mahantangoformation"
"mag nail",NA,1,"magnail","magnail"
"mafic dikes",NA,1,"maficdikes","maficdikes"
"macv",NA,1,"macv","macv"
"macrozooplankton",NA,1,"macrozooplankton","macrozooplank-TON_US"
"mackenzie river valley",NA,1,"mackenzierivervalley","mackenzierivervalley"
"ma",NA,1,"ma","ma"
"ma",NA,1,"ma","ma"
"m6/hr2",NA,1,"m6perhr2","m6-PER-hr2"
"m3/second","http://qudt.org/vocab/unit/M3-PER-SEC",1,"metercubedpersecond","M3-PER-SEC"
"m3/hr","http://qudt.org/vocab/unit/M3-PER-HR",1,"metercubedperhour","M3-PER-HR"
"m3/ha","http://qudt.org/vocab/unit/M3-PER-HA",1,"metercubedperhectare","M3-PER-HA"
"m2pergram",NA,1,"m2pergram","m2-PER-GM"
"m2/g dry soil",NA,1,"metersquaredpergramdrysoil","M2-PER-GM-drysoil"
"m^2/ha","http://qudt.org/vocab/unit/M2-PER-HA",1,"metersquaredperhectare","M2-PER-HA"
"m/f",NA,1,"mperf","m-PER-f"
"m/d/yyyy",NA,1,"mperdperyyyy","m-PER-d-YR"
"m.dd",NA,1,"m.dd","m-NA-dd"
"m tenbrink",NA,1,"mtenbrink","mtenbrink"
"m bothner",NA,1,"mbothner","mbothner"
"lynu",NA,1,"lynu","lynu"
"lymnaeidae",NA,1,"lymnaeidae","lymnaeidae"
"lx58",NA,1,"lx58","lx58"
"lx",NA,1,"lx","lx"
"luxilis cornutus",NA,1,"luxiliscornutus","LUX-iliscornutus"
"luminpermetersquared",NA,1,"luminpermeterquared","lumin-PER-M2"
"luminperfootsquared",NA,1,"luminperfootsquared","lumin-PER-FT2"
"luminperfootsquared",NA,1,"luminperfootsquared","lumin-PER-FT2"
"luminositypersquarefoot",NA,1,"luminositypersquarefoot","luminosity-PER-square-FT"
"lumenspersquarefoot",NA,1,"lumenspersquarefoot","lumens-PER-square-FT"
"lumenpermetersquare",NA,1,"lumenpermeterquare","lumen-PER-M-quare"
"lulu",NA,1,"lulu","lulu"
"lu_ppm_na_sc",NA,1,"lupartpermillionnasc","lu-PPM-nasc"
"lu_ppm_na_lc",NA,1,"lupartpermillionnalc","lu-PPM-nalc"
"lu_ppm_ms_st",NA,1,"lupartpermillionmsst","lu-PPM-msst"
"lu",NA,1,"lu","lu"
"ltdu",NA,1,"ltdu","ltdu"
"lsumz",NA,1,"lsumz","lsumz"
"lsu",NA,1,"lsu","lsu"
"ls",NA,1,"ls","ls"
"loyalhanna limestone member",NA,1,"loyalhannalimestonemember","loyalhannalimes-TON_US-emember"
"lowflow",NA,1,"lowflow","lowflow"
"lower mississippian",NA,1,"lowermississippian","lowermississippian"
"lower devonian",NA,1,"lowerdevonian","lowerdevonian"
"lower 95% mean",NA,1,"lower95%mean","lower95-PERCENT-mean"
"lowduneforedune",NA,1,"lowduneforedune","lowduneforedune"
"lowbkstr",NA,1,"lowbkstr","lowbkstr"
"low heat load",NA,1,"lowheatload","lowheatload"
"low-medium",NA,1,"low-medium","low-medium"
"longnose dace",NA,1,"longnosedace","longnosedace"
"longitudinal measurement",NA,1,"longitudinalmeasurement","longitudinalmeasurement"
"longest inundation event",NA,1,"longestinundationevent","longestinundationevent"
"long bay",NA,1,"longbay","longbay"
"loi_pct_gv",NA,1,"loipctgv","loipctgv"
"loi",NA,1,"loi","loi"
"log10relativefluorescenceunits",NA,1,"log10relativefluorescenceunits","log10relativefluorescenceunits"
"log10cellspermilliliter",NA,1,"log10cellspermilliliter","log10cells-PER-MilliL"
"log10cellspermililiter",NA,1,"log10cellspermililiter","log10cells-PPTH-i-L"
"log10 of kilopascals",NA,1,"log10ofkilopascal","log10of-KiloPA"
"log response ratio as a magnitude with sign added (for ease of interpretation)",NA,1,"logresponseratioasamagnitudewithsignadded(foreaseofinterpretation)","logresponseratioasamagnitudewithsignadded"
"log of meters",NA,1,"logofmeter","logof-M"
"log of kilograms per year",NA,1,"logofkilogramperyear","logof-KiloGM-PER-YR"
"log of days",NA,1,"logofday","logof-DAY"
"log of cubic meters per second",NA,1,"logofcubicmeterpersecond","logof-M3-PER-SEC"
"log of cubic meters",NA,1,"logofcubicmeter","logof-M3"
"log hectares",NA,1,"loghectare","log-HA"
"local time in mdt (hour:minute)",NA,1,"localtimeinmdt(hour:minute)","localtimeinmdt"
"loblolly pine",NA,1,"loblollypine","loblollypine"
"lmgc-1m-1",NA,1,"lmgc-1m-1","lmgc-1m-1"
"lmg-1m-1",NA,1,"lmg-1m-1","l-MilliGM-1m-1"
"lm50",NA,1,"lm50","lm50"
"lkat",NA,1,"lkat","lkat"
"lj33",NA,1,"lj33","lj33"
"liver sample",NA,1,"liversample","liversample"
"little quilcene",NA,1,"littlequilcene","littlequilcene"
"litterfall",NA,1,"litterfall","litterfall"
"literspersquaremeter",NA,1,"literpersquaremeter","L-PER-M2"
"literspermilligrams",NA,1,"literpermilligram","L-PER-MilliGM"
"literspermilligrampermeter",NA,1,"literpermilligrampermeter","L-PER-MilliGM-M"
"literspermilligram-carbonpermeter.",NA,1,"literpermilligram-carbonpermeter.","L-PER-MilliGM-_Carbon-M"
"literspermetermilligram",NA,1,"literpermetermilligram","L-PER-M-MilliGM"
"litersperhour","http://qudt.org/vocab/unit/L-PER-HR",1,"literperhour","L-PER-HR"
"liters/second","http://qudt.org/vocab/unit/L-PER-SEC",1,"literpersecond","L-PER-SEC"
"liters/minute","http://qudt.org/vocab/unit/L-PER-MIN",1,"literperminute","L-PER-MIN"
"liters per milligram of carbon per meter",NA,1,"literpermilligramofcarbonpermeter","L-PER-MilliGM-ofcarbon-M"
"liters per liter","http://qudt.org/vocab/unit/L-PER-L",1,"literperliter","L-PER-L"
"literpermilligramcarbonpermeter",NA,1,"literpermilligramcarbonpermeter","L-PER-MilliGM-_Carbon-M"
"literpermilligramcarbonpermeter",NA,1,"literpermilligramcarbonpermeter","L-PER-MilliGM-_Carbon-M"
"literpermetersquaredperday",NA,1,"literpermeterquaredperday","L-PER-M2-DAY"
"literpermeterpermilligram",NA,1,"literpermeterpermilligram","L-PER-M-MilliGM"
"literperday","http://qudt.org/vocab/unit/L-PER-DAY",1,"literperday","L-PER-DAY"
"liter per meter per milligram",NA,1,"literpermeterpermilligram","L-PER-M-MilliGM"
"linear output range (0-100%) of sensor",NA,1,"linearoutputrange(0-100%)ofsensor","linearoutputrangeofsensor"
"line segment",NA,1,"linesegment","linesegment"
"line name",NA,1,"linename","linename"
"line-0005",NA,1,"line-0005","line-0005"
"line-0004",NA,1,"line-0004","line-0004"
"line-0003",NA,1,"line-0003","line-0003"
"line-0002",NA,1,"line-0002","line-0002"
"line-0001",NA,1,"line-0001","line-0001"
"lincoln",NA,1,"lincoln","lincoln"
"limnephilidae",NA,1,"limnephilidae","limnephilidae"
"lignite pit",NA,1,"lignitepit","lignitepit"
"lignite",NA,1,"lignite","lignite"
"lightcroptree",NA,1,"lightcroptree","lightcroptree"
"light wind; rain; thunder",NA,1,"lightwind;rain;thunder","lightwind;rain;thunder"
"light wind",NA,1,"lightwind","lightwind"
"light rain",NA,1,"lightrain","lightrain"
"licking creek limestone",NA,1,"lickingcreeklimestone","lickingcreeklimes-TON_US-e"
"libo2 fusion",NA,1,"libo2fusion","libo2fusion"
"libo2-li2b4o7 fusion",NA,1,"libo2-li2b4o7fusion","libo2-li2b4o7fusion"
"li_ppm_aes_st",NA,1,"lipartpermillionaesst","li-PPM-aesst"
"li",NA,1,"li","li"
"lh21",NA,1,"lh21","lh21"
"lg17-006-s1",NA,1,"lg17-006-s1","lg17-006-s1"
"lf",NA,1,"lf","lf"
"lewis ford",NA,1,"lewisford","lewisford"
"lewis",NA,1,"lewis","lewis"
"levee-mottled",NA,1,"levee-mottled","levee-mottled"
"levee-low-backscatter",NA,1,"levee-low-backscatter","levee-low-backscatter"
"levee-lineated",NA,1,"levee-lineated","levee-lineated"
"let the madness begin",NA,1,"letthemadnessbegin","letthemadnessbegin"
"lesc",NA,1,"lesc","lesc"
"lepomis macrochirus",NA,1,"lepomismacrochirus","lepomismacrochirus"
"lepomis gibbosus",NA,1,"lepomisgibbosus","lepomisgibbosus"
"length of roots (cm) per volume of soil (cubic cm).",NA,1,"lengthofroots(cm)pervolumeofsoil(cubiccm).","lengthofroots"
"length in meters",NA,1,"lengthinmeter","lengthin-M"
"length",NA,1,"length","length"
"legal-closed, legal-open, not legal, potential legal.",NA,1,"legal-closed,legal-open,notlegal,potentiallegal.","legal-closed,legal-open,notlegal,potentiallegal"
"leafnumberpershortshoot",NA,1,"leafnumberpershortshoot","leaf-NUM-PER-short-NUM"
"leach pond",NA,1,"leachpond","leachpond"
"le54",NA,1,"le54","le54"
"ldeo",NA,1,"ldeo","ldeo"
"lcfw",NA,1,"lcfw","lcfw"
"lc152",NA,1,"lc152","lc152"
"lbs shoal",NA,1,"lbsshoal","lbsshoal"
"lbm",NA,1,"lbm","lbm"
"lbdo",NA,1,"lbdo","lbdo"
"lbcap",NA,1,"lbcap","lbcap"
"laying",NA,1,"laying","laying"
"laurentian",NA,1,"laurentian","laurentian"
"laurel oak",NA,1,"laureloak","laureloak"
"latrine",NA,1,"latrine","latrine"
"latitudinal measurement",NA,1,"latitudinalmeasurement","latitudinalmeasurement"
"latitudelongitude",NA,1,"latitudelongitude","latitudelongitude"
"latitude or longitude in geographic coordinates as decimal fractions of a


            degree",NA,1,"latitudeorlongitudeingeographiccoordinatesasdecimalfractionsofa


degree","latitudeorlongitudeingeographiccoordinatesasdecimal-FRACTION-sofa


-DEG"
"latitude decimal degrees",NA,1,"latitudedecimaldegree","latitude-DEG"
"latest possible",NA,1,"latestpossible","latestpossible"
"lat-long in decimal degrees",NA,1,"lat-longindecimaldegree","lat-longin-DEG"
"last shot along sub-bottom trackline.",NA,1,"lastshotalongsub-bottomtrackline.","lastshotalongsub-bottomtrackline"
"larva",NA,1,"larva","larva"
"larsen03",NA,1,"larsen03","larsen03"
"larsen and gaudette 2002",NA,1,"larsenandgaudette2002","larsenandgaudette2002"
"largemouth bass",NA,1,"largemouthbass","largemouthbass"
"large organisms counted in 100ml subsamples.",NA,1,"largeorganismscountedin100mlsubsamples.","largeorganismscountedin100mlsubsamples"
"large fish/metercubed/30 minute",NA,1,"largefishpermetercubedper30minute","largefish-PER-M3-PER30-MIN"
"langleys",NA,1,"langleys","CAL-PER-CentiM2"
"langley",NA,1,"langley","CAL-PER-CentiM2"
"langara island",NA,1,"langaraisland","langaraisland"
"landfast ice",NA,1,"landfastice","landfastice"
"lamont peak",NA,1,"lamontpeak","lamontpeak"
"lamar national fish hatchery (pa)",NA,1,"lamarnationalfishhatchery(pa)","lamarnationalfishhatchery"
"lake name",NA,1,"lakename","lakename"
"lake athabasca",NA,1,"lakeathabasca","lakeathabasca"
"lake",NA,1,"lake","lake"
"laca3",NA,1,"laca3","laca3"
"labeled as inactive.",NA,1,"labeledasinactive.","labeledasinactive"
"labeled as active.",NA,1,"labeledasactive.","labeledasactive"
"labeled as abandoned.",NA,1,"labeledasabandoned.","labeledasabandoned"
"labeled as <ftr_type> on 19xx map.",NA,1,"labeledas<ftrtype>on19xxmap.","labeledas<ftrtype>on19xxmap"
"label without symbol. point placed on building symbol and feature type inferred from label.",NA,1,"labelwithoutsymbol.pointplacedonbuildingsymbolandfeaturetypeinferredfromlabel.","labelwithoutsymbol-NA-pointplacedonbuildingsymbolandfeaturetypeinferredfromlabel"
"label without symbol. point placed at center of label and feature type inferred from label.",NA,1,"labelwithoutsymbol.pointplacedatcenteroflabelandfeaturetypeinferredfromlabel.","labelwithoutsymbol-NA-pointplacedatcenteroflabelandfeaturetypeinferredfromlabel"
"la70",NA,1,"la70","la70"
"la_ppm_na_sc",NA,1,"lapartpermillionnasc","la-PPM-nasc"
"la_ppm_na_lc",NA,1,"lapartpermillionnalc","la-PPM-nalc"
"la_ppm_ms_st_ree",NA,1,"lapartpermillionmsstree","la-PPM-msstree"
"la_ppm_ms_st",NA,1,"lapartpermillionmsst","la-PPM-msst"
"la_ppm_es_sq",NA,1,"lapartpermillionessq","la-PPM-essq"
"la_ppm_edx",NA,1,"lapartpermillionedx","la-PPM-edx"
"la,ae,w,x,ab,au, v, t",NA,1,"la,ae,w,x,ab,au,v,t","la,ae,w,x,ab,au,v,t"
"la, au, y, s, n, t",NA,1,"la,au,y,s,n,t","la,au,y,s,n,t"
"la",NA,1,"la","la"
"l/s","http://qudt.org/vocab/unit/L-PER-SEC",1,"literpersecond","L-PER-SEC"
"l/min","http://qudt.org/vocab/unit/L-PER-MIN",1,"literperminute","L-PER-MIN"
"kz35",NA,1,"kz35","kz35"
"kz",NA,1,"kz","kz"
"kwethluk, y-k delta",NA,1,"kwethluk,y-kdelta","kwethluk,y-kdelta"
"kwattspermetersquared",NA,1,"kwattspermeterquared","k-W-PER-M2"
"kotlik, y-k delta",NA,1,"kotlik,y-kdelta","kotlik,y-kdelta"
"koniuji",NA,1,"koniuji","koniuji"
"kodiak island",NA,1,"kodiakisland","kodiakisland"
"knots","http://qudt.org/vocab/unit/KN",1,"knot","KN"
"knorr",NA,1,"knorr","knorr"
"knebel",NA,1,"knebel","knebel"
"kn, sp",NA,1,"kn,sp","kn,sp"
"kmno4-h2so4-hf",NA,1,"kmno4-h2so4-hf","kmno4-h2so4-hf"
"km2/d",NA,1,"km2perd","km2-PER-d"
"km/d",NA,1,"kilometerperd","KiloM-PER-d"
"klam-25",NA,1,"klam-25","klam25"
"klam-05",NA,1,"klam-05","klam-05"
"kl",NA,1,"kl","kl"
"kipnuk, y-k delta",NA,1,"kipnuk,y-kdelta","kipnuk,y-kdelta"
"king-30",NA,1,"king-30","king30"
"kimu",NA,1,"kimu","kimu"
"kilowattspersquaremeter",NA,1,"kilowattspersquaremeter","KiloW-PER-M2"
"kilowattsperhourpermetersquare",NA,1,"kilowattsperhourpermeterquare","KiloW-PER-HR-M-quare"
"kilowattsperhourpermetersquare",NA,1,"kilowattsperhourpermeterquare","KiloW-PER-HR-M-quare"
"kilowattpersquaremeter",NA,1,"kilowattpersquaremeter","KiloW-PER-M2"
"kilopascals","http://qudt.org/vocab/unit/KiloPA",1,"kilopascal","KiloPA"
"kilopascal","http://qudt.org/vocab/unit/KiloPA",1,"kilopascal","KiloPA"
"kilometersquared",NA,1,"kilometerquared","KiloM2"
"kilometersperday","http://qudt.org/vocab/unit/KiloM-PER-DAY",1,"kilometerperday","KiloM-PER-DAY"
"kilometers per hour","http://qudt.org/vocab/unit/KiloM-PER-HR",1,"kilometerperhour","KiloM-PER-HR"
