"unit","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"miroc mc1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"missing",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mississippian",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mixed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mixed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mkj101",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mm w.e.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mm, ek",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mm, km",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mm/dd/yyyy where dd, mm, yyyy are digits representing day, month, year, and the first digit of single-valued days and months are not written",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mmd reporting",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mmhg (torr)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mmole/m2/s",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mn",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mn_pct_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mn_pct_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mn_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mno",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mno_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mo_ppm_aes_az_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mo_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mo_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mobile and immobile sediment",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mobile sediment",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mod",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moderate high heat load",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moderate low heat load",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"modes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moist",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mol_perdm3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"molesperhour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"molt",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"molted skin",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"monache creek",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"monache mountain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"month (mmm) and year (yy)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"monument",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moore1963",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"morainal-alluvial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moraine",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"morone saxitilis",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"morris peak",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mort",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mottled",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mottled",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mottled bs",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mottled sculpin",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moving ice",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"moxa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_ar_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_hf",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_hf_ree",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_hno3_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_id",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_is",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ms_ss",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"msel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"msmb-09",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"msmb-24",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"msmb-47",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mspr-08",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mssc-04",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mssc-06",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mssv-03",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mssv-05",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mssv-19",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mud_peat",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"muddy sand",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mulb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mulr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"multi-acid",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"multiplex",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"murrells inlet",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mus/cm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"muscidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"muscle sample",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"muscle/lpb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mussel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mvz",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mvz salt",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mw",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mw, ek",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mw, km, ek",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mylu",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mysid",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"myso",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mytilus trossulus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"n america",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"n cm-2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"n mm-1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"n/ha",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"n80_1_1minnav_sort.shp",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_oe",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_pct_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_pct_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_pct_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_pg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_rc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na_ree",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na2o",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na2o_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"na2o2 sinter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"named on 19xx map.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nancy foster",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nano lna",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nano zen",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanogram per microliter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanograms of dna per microliter (ng/ul)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanograms per microliter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanogramsnitrogenpersquarecentimeterperhour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanomol per mol",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanomolar",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanomoles per liter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanophyetus salmincola",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nashua national fish hatchery, nh (stock from penobscot river, me)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"national forest visit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"natrix natrix",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"natrix tessellata",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"natural",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nautical miles per hour (knots)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"navd29",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"navd88",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb_ppm_edx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ncedc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nd_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nd_ppm_ms_st_ree",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nd_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nd_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ne _corner_flagpole_pad",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"near",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neecho",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"needmore shale",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"negative for visible n. salminocola",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nematoda",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nematomorpha",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nemouridae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neomysis rayii",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nephelometric turbidity ratio unit (ntru)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neptune",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nest",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"neversink river (ny)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"new creek limestone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"new market limestone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"new york",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ng/ul",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ngvd29",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni_ppm_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni_ppm_edx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni_ppm_na_lc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ni_ppm_na_sc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nis fire assay",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"niskin bottle",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nisqually",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nisqually river, wa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nitrate concentrations, micromolar (um)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nitrate, 00630",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nitrate, 00631",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nitrite concentrations, micromolar (um)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nlonsu",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nmol totfe/m2/d",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nmol/g dry sediment weight",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nmole fe per kilogram of seawater",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no-bent",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no-no recov",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no juga spp. observed at the sample site",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no plague",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; date is missing",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; date is not summer",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; inaccurate data because of canal",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; located below nhd+ sink",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; located on canal",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; missing data upstream",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; outside 2004-2016",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; perennial observation before july",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"no; too small of basin",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"noaa awos",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"noha",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"non-coking bituminuos coal",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"non-erodible shoreline",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"non-fluvial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"non-perennial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"noname",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nooksack",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nordland, wa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"northeast monitoring program",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"northern & central ruderal wet meadow & marsh group",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"northern alberta",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"northern hog sucker",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"northwest territories",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nos hydrographic database",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nose to nose",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"not detected",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"not recaptured",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"not screened",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"notemigonus crysoleucas",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"noturus insignis",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsel",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfvol-09",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfvol-19",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfvp-01",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfvp-06",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfvp-07",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfwg-02",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfwg-07",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsfwg-11",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsj-qpc-04",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nsj-qpc-07",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of alleles",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of animals",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of individuals per g afdm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of individuals per g dry soil",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of mines",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of observations",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of people per county",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of taxa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"number of taxa observed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numberper200sweeps",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numberperkilometer",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numbers",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numbers representing normalized intensity values",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numbers representing standard deviation of bathymetric elevation values",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nunavut",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nwfwmd site_id  listed in otid",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nwfwmd_may2010_data",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nwlw",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nx",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"o/d",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oak",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"obstruction or wreck",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oceanus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oct",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"odfw",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"off.shelf",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"offshore",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohio",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohio shale",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohm-m,  ohm-meters",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohm-m, ohm meter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohm-m, ohm meters",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohm-m, ohm meters",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohm-m, ohm per meter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohmmeter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohms",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ohms",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oil/gas",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"olancha peak",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"olentangy shale",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oligochaeta",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"omnivore",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"on.shelf",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"open native forest (grass/shrub)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"open pit mine",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"open pit mine or quarry",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"open water",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"open_canopy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ordovician",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ore stockpile/storage",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"orient point",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oriskany sandstone",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"orthogneiss",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"orthophosphate, 00671",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ostracoda",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oth",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"other (oil, drowning, cardiovascular)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"outcrop",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"outer yukon-kuskokwim delta, alaska",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"outliers",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"outwash plain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"overcast",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"overton arm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"owens peak",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"oyster",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"p_pct_aes_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"p_pct_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"p_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"p2o5",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"p2o5_pct_wdx_fuse",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pa-echdl",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pa-rscpi",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pacific",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"paja",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"palmer",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pan",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pandalus hypsinotus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"papa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"paqu2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"paradise creek active braid plain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"paradise creek transitional braid plain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"parasite",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"partly cloudy",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"parts per million (ppm)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"parts per million (ppm),< indicates value was less than the laboratory reporting level",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"passeriformes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pat",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pb_ppm_aes_az_p",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pb_ppm_es_sq",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pb_ppm_ms_st",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pbo fire assay; icp-ms",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pc1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pc2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pc3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pci/l",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pcob",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pct",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pd_ppm_fa_ms",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pealei",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pelecaniformes",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"penn yan shale member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pennsylvania",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"perca flavescens",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent (%)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent expressed as a decimal (i.e., 0.7 = 70 percent probability for a given response variable threshold )",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent expressed as a decimal (i.e., 0.7 = 70 percent probability of anoxic conditions for a given response variable threshold )",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent expressed as a decimal (i.e., 0.7 = 70 percent probability of manganese concentration exceedance for a given response variable threshold )",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent of dry mass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent of original",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent rise",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percent, < indicates value was less than the laboratory reporting level",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percentage of mass lost",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percentage of saturation",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percentage of total sample.",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percina peltata",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"perennial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"perm",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"persquaremeter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pesa",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pesu",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"petromyzon marinus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pezzetta1962",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ph,cl,spc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"ph,cl,spc,tds",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phar3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phc",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phleger gravity corer",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phosphate concentrations (um)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phreatophytic shrublands",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phred quality (q) scores (standard deviation)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phryganeidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"physidae",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"piacenzian",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pibo",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picocuries per liter (pci/l)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picocuries per liter(pci/l)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picomolesperminutepermilligram",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pictxxxx.jpg",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pier",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pigr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pilot station, y-k delta",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pimephales notatus",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pine ceek (pa)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pine creek (pa), delaware river mainstem (pa/ny), upper ammonoosuc river (nh)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pinenut",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pinesburg station dolomite",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pink",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pipe creek shale member",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pipeline",0,0,0,0,0,0,1,"DataOne",1,0,0,1
